network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider
5.39.20.252/30,3017382,3017382,,0,0
5.39.21.0/24,3017382,3017382,,0,0
5.39.22.0/23,3017382,3017382,,0,0
5.39.24.0/24,3017382,3017382,,0,0
5.39.25.0/25,3017382,3017382,,0,0
5.39.25.128/27,3017382,3017382,,0,0
5.39.25.160/28,3017382,3017382,,0,0
5.39.25.176/28,2635167,3017382,,0,0
5.39.25.192/26,3017382,3017382,,0,0
5.39.26.0/28,3017382,3017382,,0,0
5.39.26.16/28,2921044,2921044,,0,0
5.39.26.32/27,3017382,3017382,,0,0
5.39.26.64/26,3017382,3017382,,0,0
5.39.26.128/27,3017382,3017382,,0,0
5.39.26.160/30,3017382,3017382,,0,0
5.39.26.164/30,660013,3017382,,0,0
5.39.26.168/29,3017382,3017382,,0,0
5.39.26.176/28,3017382,3017382,,0,0
5.39.26.192/30,3017382,3017382,,0,0
5.39.26.196/30,2635167,2635167,,0,0
5.39.26.200/29,3017382,3017382,,0,0
5.39.26.208/30,3017382,3017382,,0,0
5.39.26.212/30,3175395,3017382,,0,0
5.39.26.216/30,2264397,3017382,,0,0
5.39.26.220/30,3017382,3017382,,0,0
5.39.26.224/27,3017382,3017382,,0,0
5.39.27.0/27,3017382,3017382,,0,0
5.39.27.32/28,3017382,3017382,,0,0
5.39.27.48/29,3017382,3017382,,0,0
5.39.27.56/30,2921044,3017382,,0,0
5.39.27.60/30,3017382,3017382,,0,0
5.39.27.64/26,3017382,3017382,,0,0
5.39.27.128/28,3017382,3017382,,0,0
5.39.27.144/28,2510769,2510769,,0,0
5.39.27.160/28,3017382,3017382,,0,0
5.39.27.176/29,3017382,3017382,,0,0
5.39.27.184/30,798544,798544,,0,0
5.39.27.188/30,3017382,3017382,,0,0
5.39.27.192/27,3017382,3017382,,0,0
5.39.27.224/27,2264397,2264397,,0,0
5.39.28.0/25,3017382,3017382,,0,0
5.39.28.128/27,3017382,3017382,,0,0
5.39.28.160/27,2510769,2510769,,0,0
5.39.28.192/28,3017382,3017382,,0,0
5.39.28.208/30,3017382,3017382,,0,0
5.39.28.212/30,2921044,3017382,,0,0
5.39.28.216/29,3017382,3017382,,0,0
5.39.28.224/30,3017382,3017382,,0,0
5.39.28.228/30,660013,660013,,0,0
5.39.28.232/30,2264397,3017382,,0,0
5.39.28.236/30,660013,660013,,0,0
5.39.28.240/29,3017382,3017382,,0,0
5.39.28.248/30,798544,798544,,0,0
5.39.28.252/30,3017382,3017382,,0,0
5.39.29.0/26,3017382,3017382,,0,0
5.39.29.64/28,3017382,3017382,,0,0
5.39.29.80/29,3017382,3017382,,0,0
5.39.29.88/30,3017382,3017382,,0,0
5.39.29.92/30,2510769,2510769,,0,0
5.39.29.96/27,3017382,3017382,,0,0
5.39.29.128/26,3017382,3017382,,0,0
5.39.29.192/27,3017382,3017382,,0,0
5.39.29.224/28,3017382,3017382,,0,0
5.39.29.240/29,3017382,3017382,,0,0
5.39.29.248/30,3017382,3017382,,0,0
5.39.29.252/30,2802361,3017382,,0,0
5.39.30.0/29,3017382,3017382,,0,0
5.39.30.8/30,3017382,3017382,,0,0
5.39.30.12/30,2264397,2264397,,0,0
5.39.30.16/28,3017382,3017382,,0,0
5.39.30.32/27,3017382,3017382,,0,0
5.39.30.64/27,798544,798544,,0,0
5.39.30.96/27,2963597,2963597,,0,0
5.39.30.128/27,798544,798544,,0,0
5.39.30.160/27,3017382,3017382,,0,0
5.39.30.192/28,3017382,3017382,,0,0
5.39.30.208/29,3017382,3017382,,0,0
5.39.30.216/30,3017382,3017382,,0,0
5.39.30.220/32,2921044,3017382,,0,0
5.39.30.221/32,3017382,3017382,,0,0
5.39.30.222/31,3017382,3017382,,0,0
5.39.30.224/27,3017382,3017382,,0,0
5.39.31.0/26,3017382,3017382,,0,0
5.39.31.64/27,597427,597427,,0,0
5.39.31.96/27,3017382,3017382,,0,0
5.39.31.128/27,3017382,3017382,,0,0
5.39.31.160/29,3017382,3017382,,0,0
5.39.31.168/30,798544,798544,,0,0
5.39.31.172/30,3017382,3017382,,0,0
5.39.31.176/28,3017382,3017382,,0,0
5.39.31.192/27,3017382,3017382,,0,0
5.39.31.224/28,3017382,3017382,,0,0
5.39.31.240/30,3017382,3017382,,0,0
5.39.31.244/30,2635167,2635167,,0,0
5.39.31.248/29,3017382,3017382,,0,0
5.39.32.0/25,3017382,3017382,,0,0
5.39.32.128/27,3017382,3017382,,0,0
5.39.32.160/30,2635167,2635167,,0,0
5.39.32.164/30,3017382,3017382,,0,0
5.39.32.168/29,3017382,3017382,,0,0
5.39.32.176/28,3017382,3017382,,0,0
5.39.32.192/26,3017382,3017382,,0,0
5.39.33.0/27,3017382,3017382,,0,0
5.39.33.32/29,3017382,3017382,,0,0
5.39.33.40/29,2510769,2510769,,0,0
5.39.33.48/28,3017382,3017382,,0,0
5.39.33.64/26,3017382,3017382,,0,0
5.39.33.128/25,3017382,3017382,,0,0
5.39.34.0/25,3017382,3017382,,0,0
5.39.34.128/27,3017382,3017382,,0,0
5.39.34.160/28,2510769,2510769,,0,0
5.39.34.176/30,2264397,2264397,,0,0
5.39.34.180/30,3017382,3017382,,0,0
5.39.34.184/29,3017382,3017382,,0,0
5.39.34.192/26,3017382,3017382,,0,0
5.39.35.0/24,3017382,3017382,,0,0
5.39.36.0/24,3017382,3017382,,0,0
5.39.37.0/30,3077311,3077311,,0,0
5.39.37.4/30,3017382,3017382,,0,0
5.39.37.8/29,3017382,3017382,,0,0
5.39.37.16/30,798544,798544,,0,0
5.39.37.20/30,3017382,3017382,,0,0
5.39.37.24/29,3017382,3017382,,0,0
5.39.37.32/27,3017382,3017382,,0,0
5.39.37.64/29,3017382,3017382,,0,0
5.39.37.72/30,3017382,3017382,,0,0
5.39.37.76/30,660013,660013,,0,0
5.39.37.80/28,2921044,2921044,,0,0
5.39.37.96/27,3017382,3017382,,0,0
5.39.37.128/26,3017382,3017382,,0,0
5.39.37.192/27,3017382,3017382,,0,0
5.39.37.224/28,3017382,3017382,,0,0
5.39.37.240/29,2921044,2921044,,0,0
5.39.37.248/29,3017382,3017382,,0,0
5.39.38.0/24,3017382,3017382,,0,0
5.39.39.0/26,3017382,3017382,,0,0
5.39.39.64/27,3017382,3017382,,0,0
5.39.39.96/30,3017382,3017382,,0,0
5.39.39.100/30,2510769,2510769,,0,0
5.39.39.104/29,3017382,3017382,,0,0
5.39.39.112/28,3017382,3017382,,0,0
5.39.39.128/25,3017382,3017382,,0,0
5.39.40.0/26,3017382,3017382,,0,0
5.39.40.64/27,3017382,3017382,,0,0
5.39.40.96/28,3017382,3017382,,0,0
5.39.40.112/29,3017382,3017382,,0,0
5.39.40.120/30,3017382,3017382,,0,0
5.39.40.124/30,2510769,2510769,,0,0
5.39.40.128/28,3017382,3017382,,0,0
5.39.40.144/28,2635167,3017382,,0,0
5.39.40.160/28,2510769,2510769,,0,0
5.39.40.176/28,3017382,3017382,,0,0
5.39.40.192/26,3017382,3017382,,0,0
5.39.41.0/26,3017382,3017382,,0,0
5.39.41.64/27,2635167,2635167,,0,0
5.39.41.96/27,3017382,3017382,,0,0
5.39.41.128/29,3017382,3017382,,0,0
5.39.41.136/29,2510769,3017382,,0,0
5.39.41.144/28,3017382,3017382,,0,0
5.39.41.160/27,3017382,3017382,,0,0
5.39.41.192/26,2635167,3017382,,0,0
5.39.42.0/25,3017382,3017382,,0,0
5.39.42.128/26,3017382,3017382,,0,0
5.39.42.192/28,3017382,3017382,,0,0
5.39.42.208/28,2635167,2635167,,0,0
5.39.42.224/27,3017382,3017382,,0,0
5.39.43.0/25,3017382,3017382,,0,0
5.39.43.128/26,3017382,3017382,,0,0
5.39.43.192/28,3017382,3017382,,0,0
5.39.43.208/30,2510769,2510769,,0,0
5.39.43.212/30,3017382,3017382,,0,0
5.39.43.216/29,3017382,3017382,,0,0
5.39.43.224/28,3017382,3017382,,0,0
5.39.43.240/28,2510769,2510769,,0,0
5.39.44.0/26,3017382,3017382,,0,0
5.39.44.64/30,2510769,2510769,,0,0
5.39.44.68/30,3017382,3017382,,0,0
5.39.44.72/29,3017382,3017382,,0,0
5.39.44.80/28,3017382,3017382,,0,0
5.39.44.96/27,3017382,3017382,,0,0
5.39.44.128/27,3017382,3017382,,0,0
5.39.44.160/28,3017382,3017382,,0,0
5.39.44.176/29,2921044,3017382,,0,0
5.39.44.184/30,3017382,3017382,,0,0
5.39.44.188/30,2510769,2510769,,0,0
5.39.44.192/26,3017382,3017382,,0,0
5.39.45.0/25,3017382,3017382,,0,0
5.39.45.128/26,3017382,3017382,,0,0
5.39.45.192/27,660013,660013,,0,0
5.39.45.224/27,3017382,3017382,,0,0
5.39.46.0/26,3017382,3017382,,0,0
5.39.46.64/29,3017382,3017382,,0,0
5.39.46.72/30,3017382,3017382,,0,0
5.39.46.76/32,3017382,3017382,,0,0
5.39.46.77/32,2264397,3017382,,0,0
5.39.46.78/32,2264397,3017382,,0,0
5.39.46.79/32,3017382,3017382,,0,0
5.39.46.80/30,3017382,3017382,,0,0
5.39.46.84/30,2635167,2635167,,0,0
5.39.46.88/29,3017382,3017382,,0,0
5.39.46.96/27,3017382,3017382,,0,0
5.39.46.128/27,3017382,3017382,,0,0
5.39.46.160/28,3017382,3017382,,0,0
5.39.46.176/29,3017382,3017382,,0,0
5.39.46.184/30,3017382,3017382,,0,0
5.39.46.188/30,2963597,3017382,,0,0
5.39.46.192/26,3017382,3017382,,0,0
5.39.47.0/26,3017382,3017382,,0,0
5.39.47.64/27,3017382,3017382,,0,0
5.39.47.96/29,798544,798544,,0,0
5.39.47.104/29,3017382,3017382,,0,0
5.39.47.112/28,3017382,3017382,,0,0
5.39.47.128/26,3017382,3017382,,0,0
5.39.47.192/26,2510769,2510769,,0,0
5.39.48.0/29,3017382,3017382,,0,0
5.39.48.8/29,2510769,2510769,,0,0
5.39.48.16/29,3017382,3017382,,0,0
5.39.48.24/30,3017382,3017382,,0,0
5.39.48.28/30,2921044,3017382,,0,0
5.39.48.32/27,3017382,3017382,,0,0
5.39.48.64/29,2921044,3017382,,0,0
5.39.48.72/29,3017382,3017382,,0,0
5.39.48.80/28,3017382,3017382,,0,0
5.39.48.96/27,3017382,3017382,,0,0
5.39.48.128/26,3017382,3017382,,0,0
5.39.48.192/26,2921044,2921044,,0,0
5.39.49.0/27,3017382,3017382,,0,0
5.39.49.32/27,3077311,3077311,,0,0
5.39.49.64/28,3017382,3017382,,0,0
5.39.49.80/30,2921044,2921044,,0,0
5.39.49.84/30,3017382,3017382,,0,0
5.39.49.88/30,2510769,2510769,,0,0
5.39.49.92/30,3017382,3017382,,0,0
5.39.49.96/27,3017382,3017382,,0,0
5.39.49.128/26,3017382,3017382,,0,0
5.39.49.192/27,3017382,3017382,,0,0
5.39.49.224/27,3077311,3077311,,0,0
5.39.50.0/27,3017382,3017382,,0,0
5.39.50.32/29,3017382,3017382,,0,0
5.39.50.40/29,2510769,2510769,,0,0
5.39.50.48/29,3017382,3017382,,0,0
5.39.50.56/29,2635167,2635167,,0,0
5.39.50.64/29,2921044,2921044,,0,0
5.39.50.72/29,3017382,3017382,,0,0
5.39.50.80/28,3017382,3017382,,0,0
5.39.50.96/29,2921044,2921044,,0,0
5.39.50.104/29,3017382,3017382,,0,0
5.39.50.112/30,798544,798544,,0,0
5.39.50.116/30,2635167,2635167,,0,0
5.39.50.120/29,3017382,3017382,,0,0
5.39.50.128/25,3017382,3017382,,0,0
5.39.51.0/24,3017382,3017382,,0,0
5.39.52.0/24,3017382,3017382,,0,0
5.39.53.0/27,3017382,3017382,,0,0
5.39.53.32/29,3017382,3017382,,0,0
5.39.53.40/30,2750405,3017382,,0,0
5.39.53.44/30,3017382,3017382,,0,0
5.39.53.48/28,3017382,3017382,,0,0
5.39.53.64/29,3017382,3017382,,0,0
5.39.53.72/32,2921044,3017382,,0,0
5.39.53.73/32,3017382,3017382,,0,0
5.39.53.74/31,3017382,3017382,,0,0
5.39.53.76/30,3017382,3017382,,0,0
5.39.53.80/28,3077311,3077311,,0,0
5.39.53.96/27,3017382,3017382,,0,0
5.39.53.128/26,3017382,3017382,,0,0
5.39.53.192/28,3017382,3017382,,0,0
5.39.53.208/29,3017382,3017382,,0,0
5.39.53.216/30,2635167,2635167,,0,0
5.39.53.220/30,3017382,3017382,,0,0
5.39.53.224/27,3017382,3017382,,0,0
5.39.54.0/25,3017382,3017382,,0,0
5.39.54.128/26,3017382,3017382,,0,0
5.39.54.192/27,3017382,3017382,,0,0
5.39.54.224/29,3017382,3017382,,0,0
5.39.54.232/30,660013,660013,,0,0
5.39.54.236/30,3017382,3017382,,0,0
5.39.54.240/28,3017382,3017382,,0,0
5.39.55.0/25,3017382,3017382,,0,0
5.39.55.128/30,3017382,3017382,,0,0
5.39.55.132/30,2921044,3017382,,0,0
5.39.55.136/29,2921044,3017382,,0,0
5.39.55.144/30,2921044,3017382,,0,0
5.39.55.148/30,3017382,3017382,,0,0
5.39.55.152/29,3017382,3017382,,0,0
5.39.55.160/27,3017382,3017382,,0,0
5.39.55.192/26,3017382,3017382,,0,0
5.39.56.0/27,3017382,3017382,,0,0
5.39.56.32/28,2658434,3017382,,0,0
5.39.56.48/30,3017382,3017382,,0,0
5.39.56.52/30,2510769,2510769,,0,0
5.39.56.56/29,3017382,3017382,,0,0
5.39.56.64/27,3017382,798544,,0,0
5.39.56.96/27,3017382,3017382,,0,0
5.39.56.128/25,3017382,3017382,,0,0
5.39.57.0/26,3017382,3017382,,0,0
5.39.57.64/28,798544,798544,,0,0
5.39.57.80/28,2963597,2963597,,0,0
5.39.57.96/27,3017382,3017382,,0,0
5.39.57.128/25,3017382,3017382,,0,0
5.39.58.0/26,3017382,3017382,,0,0
5.39.58.64/27,3017382,3017382,,0,0
5.39.58.96/28,3017382,3017382,,0,0
5.39.58.112/30,390903,3017382,,0,0
5.39.58.116/30,3017382,3017382,,0,0
5.39.58.120/29,3017382,3017382,,0,0
5.39.58.128/27,3017382,3017382,,0,0
5.39.58.160/29,3017382,3017382,,0,0
5.39.58.168/29,2510769,2510769,,0,0
5.39.58.176/28,3017382,3017382,,0,0
5.39.58.192/27,3017382,3017382,,0,0
5.39.58.224/30,3017382,3017382,,0,0
5.39.58.228/32,2921044,3017382,,0,0
5.39.58.229/32,3017382,3017382,,0,0
5.39.58.230/31,3017382,3017382,,0,0
5.39.58.232/29,3017382,3017382,,0,0
5.39.58.240/28,3017382,3017382,,0,0
5.39.59.0/30,2921044,3017382,,0,0
5.39.59.4/30,3017382,3017382,,0,0
5.39.59.8/29,3017382,3017382,,0,0
5.39.59.16/29,3017382,3017382,,0,0
5.39.59.24/32,2921044,3017382,,0,0
5.39.59.25/32,3017382,3017382,,0,0
5.39.59.26/31,3017382,3017382,,0,0
5.39.59.28/30,3017382,3017382,,0,0
5.39.59.32/30,798544,798544,,0,0
5.39.59.36/30,3017382,3017382,,0,0
5.39.59.40/29,3017382,3017382,,0,0
5.39.59.48/28,3017382,3017382,,0,0
5.39.59.64/27,3017382,3017382,,0,0
5.39.59.96/30,3017382,3017382,,0,0
5.39.59.100/30,2510769,2510769,,0,0
5.39.59.104/29,2510769,2510769,,0,0
5.39.59.112/28,3017382,3017382,,0,0
5.39.59.128/27,3017382,3017382,,0,0
5.39.59.160/28,3017382,3017382,,0,0
5.39.59.176/28,2510769,2510769,,0,0
5.39.59.192/26,3017382,3017382,,0,0
5.39.60.0/27,3017382,3017382,,0,0
5.39.60.32/28,3017382,3017382,,0,0
5.39.60.48/29,3017382,3017382,,0,0
5.39.60.56/29,2510769,2510769,,0,0
5.39.60.64/27,3017382,3017382,,0,0
5.39.60.96/28,3017382,3017382,,0,0
5.39.60.112/32,2921044,3017382,,0,0
5.39.60.113/32,3017382,3017382,,0,0
5.39.60.114/31,3017382,3017382,,0,0
5.39.60.116/30,3017382,3017382,,0,0
5.39.60.120/29,798544,798544,,0,0
5.39.60.128/27,3017382,3017382,,0,0
5.39.60.160/28,2510769,2510769,,0,0
5.39.60.176/28,2921044,2921044,,0,0
5.39.60.192/26,3017382,3017382,,0,0
5.39.61.0/26,3017382,3017382,,0,0
5.39.61.64/28,3017382,3017382,,0,0
5.39.61.80/29,3017382,3017382,,0,0
5.39.61.88/29,798544,798544,,0,0
5.39.61.96/29,3017382,3017382,,0,0
5.39.61.104/30,2510769,2510769,,0,0
5.39.61.108/30,3017382,3017382,,0,0
5.39.61.112/28,3017382,3017382,,0,0
5.39.61.128/27,3017382,3017382,,0,0
5.39.61.160/27,798544,798544,,0,0
5.39.61.192/29,3017382,3017382,,0,0
5.39.61.200/30,2510769,2510769,,0,0
5.39.61.204/30,3017382,3017382,,0,0
5.39.61.208/28,3017382,3017382,,0,0
5.39.61.224/27,3017382,3017382,,0,0
5.39.62.0/24,3017382,3017382,,0,0
5.39.63.0/26,3017382,3017382,,0,0
5.39.63.64/29,3017382,3017382,,0,0
5.39.63.72/30,2921044,2921044,,0,0
5.39.63.76/30,3017382,3017382,,0,0
5.39.63.80/28,3017382,3017382,,0,0
5.39.63.96/27,3017382,3017382,,0,0
5.39.63.128/27,3017382,3017382,,0,0
5.39.63.160/28,3017382,3017382,,0,0
5.39.63.176/29,3017382,3017382,,0,0
5.39.63.184/30,3077311,3077311,,0,0
5.39.63.188/30,3017382,3017382,,0,0
5.39.63.192/27,2921044,2921044,,0,0
5.39.63.224/27,3017382,3017382,,0,0
5.39.64.0/19,3017382,3017382,,0,0
5.39.96.0/26,3017382,3017382,,0,0
5.39.96.64/28,3017382,3017382,,0,0
5.39.96.80/29,2510769,2510769,,0,0
5.39.96.88/29,3017382,3017382,,0,0
5.39.96.96/27,3017382,3017382,,0,0
5.39.96.128/27,3017382,3017382,,0,0
5.39.96.160/28,798544,798544,,0,0
5.39.96.176/28,3017382,3017382,,0,0
5.39.96.192/26,3017382,3017382,,0,0
5.39.97.0/25,3017382,3017382,,0,0
5.39.97.128/28,2921044,2921044,,0,0
5.39.97.144/30,3017382,3017382,,0,0
5.39.97.148/30,2921044,3017382,,0,0
5.39.97.152/29,3017382,3017382,,0,0
5.39.97.160/27,3017382,3017382,,0,0
5.39.97.192/26,3017382,3017382,,0,0
5.39.98.0/25,3017382,3017382,,0,0
5.39.98.128/29,3017382,3017382,,0,0
5.39.98.136/30,2963597,3017382,,0,0
5.39.98.140/30,3017382,3017382,,0,0
5.39.98.144/28,3017382,3017382,,0,0
5.39.98.160/27,3017382,3017382,,0,0
5.39.98.192/28,798544,798544,,0,0
5.39.98.208/30,2921044,2921044,,0,0
5.39.98.212/30,3017382,3017382,,0,0
5.39.98.216/29,3017382,3017382,,0,0
5.39.98.224/28,3017382,3017382,,0,0
5.39.98.240/29,3017382,3017382,,0,0
5.39.98.248/32,3017382,3017382,,0,0
5.39.98.249/32,660013,3017382,,0,0
5.39.98.250/31,3017382,3017382,,0,0
5.39.98.252/30,3017382,3017382,,0,0
5.39.99.0/25,3017382,3017382,,0,0
5.39.99.128/26,3017382,3017382,,0,0
5.39.99.192/30,3017382,3017382,,0,0
5.39.99.196/30,597427,597427,,0,0
5.39.99.200/29,3017382,3017382,,0,0
5.39.99.208/28,3017382,3017382,,0,0
5.39.99.224/27,3017382,3017382,,0,0
5.39.100.0/24,3017382,3017382,,0,0
5.39.101.0/27,3017382,3017382,,0,0
5.39.101.32/27,2802361,2802361,,0,0
5.39.101.64/26,3017382,3017382,,0,0
5.39.101.128/27,3017382,3017382,,0,0
5.39.101.160/30,798544,3017382,,0,0
5.39.101.164/30,3017382,3017382,,0,0
5.39.101.168/29,3017382,3017382,,0,0
5.39.101.176/28,3017382,3017382,,0,0
5.39.101.192/30,3017382,3017382,,0,0
5.39.101.196/30,798544,798544,,0,0
5.39.101.200/29,3017382,3017382,,0,0
5.39.101.208/30,3017382,3017382,,0,0
5.39.101.212/30,798544,798544,,0,0
5.39.101.216/32,2921044,3017382,,0,0
5.39.101.217/32,3017382,3017382,,0,0
5.39.101.218/31,3017382,3017382,,0,0
5.39.101.220/30,3017382,3017382,,0,0
5.39.101.224/28,3017382,3017382,,0,0
5.39.101.240/30,3017382,3017382,,0,0
5.39.101.244/30,2921044,2921044,,0,0
5.39.101.248/29,3017382,3017382,,0,0
5.39.102.0/29,3017382,3017382,,0,0
5.39.102.8/29,3175395,3175395,,0,0
5.39.102.16/28,3017382,3017382,,0,0
5.39.102.32/27,3017382,3017382,,0,0
5.39.102.64/27,3017382,3017382,,0,0
5.39.102.96/29,3017382,3017382,,0,0
5.39.102.104/32,2510769,3017382,,0,0
5.39.102.105/32,3017382,3017382,,0,0
5.39.102.106/31,3017382,3017382,,0,0
5.39.102.108/30,3017382,3017382,,0,0
5.39.102.112/28,3017382,3017382,,0,0
5.39.102.128/25,3017382,3017382,,0,0
5.39.103.0/27,3017382,3017382,,0,0
5.39.103.32/28,3017382,3017382,,0,0
5.39.103.48/29,3017382,3017382,,0,0
5.39.103.56/29,2658434,2658434,,0,0
5.39.103.64/27,3017382,3017382,,0,0
5.39.103.96/27,3077311,3017382,,0,0
5.39.103.128/26,3017382,3017382,,0,0
5.39.103.192/27,3017382,3017382,,0,0
5.39.103.224/29,3017382,3017382,,0,0
5.39.103.232/30,3017382,3017382,,0,0
5.39.103.236/30,2510769,2510769,,0,0
5.39.103.240/28,3017382,3017382,,0,0
5.39.104.0/26,3017382,3017382,,0,0
5.39.104.64/30,2510769,2510769,,0,0
5.39.104.68/30,3017382,3017382,,0,0
5.39.104.72/29,3017382,3017382,,0,0
5.39.104.80/28,3017382,3017382,,0,0
5.39.104.96/27,3017382,3017382,,0,0
5.39.104.128/26,3017382,3017382,,0,0
5.39.104.192/27,798544,798544,,0,0
5.39.104.224/27,3017382,3017382,,0,0
5.39.105.0/28,3017382,3017382,,0,0
5.39.105.16/30,3017382,3017382,,0,0
5.39.105.20/30,798544,798544,,0,0
5.39.105.24/29,3017382,3017382,,0,0
5.39.105.32/27,3017382,3017382,,0,0
5.39.105.64/26,3017382,3017382,,0,0
5.39.105.128/25,3017382,3017382,,0,0
5.39.106.0/26,3017382,3017382,,0,0
5.39.106.64/26,2635167,3017382,,0,0
5.39.106.128/25,3017382,3017382,,0,0
5.39.107.0/24,3017382,3017382,,0,0
5.39.108.0/27,3017382,3017382,,0,0
5.39.108.32/28,3017382,3017382,,0,0
5.39.108.48/29,3017382,3017382,,0,0
5.39.108.56/30,3017382,3017382,,0,0
5.39.108.60/30,2921044,3017382,,0,0
5.39.108.64/26,3017382,3017382,,0,0
5.39.108.128/27,3017382,3017382,,0,0
5.39.108.160/30,2635167,2635167,,0,0
5.39.108.164/30,3017382,3017382,,0,0
5.39.108.168/29,3017382,3017382,,0,0
5.39.108.176/28,3017382,3017382,,0,0
5.39.108.192/26,3017382,3017382,,0,0
5.39.109.0/28,3017382,3017382,,0,0
5.39.109.16/29,3017382,3017382,,0,0
5.39.109.24/30,3017382,3017382,,0,0
5.39.109.28/30,2510769,2510769,,0,0
5.39.109.32/27,3017382,3017382,,0,0
5.39.109.64/26,2510769,2510769,,0,0
5.39.109.128/27,2510769,3017382,,0,0
5.39.109.160/27,3017382,3017382,,0,0
5.39.109.192/26,3017382,3017382,,0,0
5.39.110.0/25,3017382,3017382,,0,0
5.39.110.128/26,3017382,3017382,,0,0
5.39.110.192/28,3017382,3017382,,0,0
5.39.110.208/29,3017382,3017382,,0,0
5.39.110.216/30,2264397,2264397,,0,0
5.39.110.220/30,3017382,3017382,,0,0
5.39.110.224/27,3017382,3017382,,0,0
5.39.111.0/24,3017382,3017382,,0,0
5.39.112.0/26,3017382,3017382,,0,0
5.39.112.64/28,3017382,3017382,,0,0
5.39.112.80/28,2635167,2635167,,0,0
5.39.112.96/28,2264397,2264397,,0,0
5.39.112.112/28,3017382,3017382,,0,0
5.39.112.128/25,3017382,3017382,,0,0
5.39.113.0/26,3017382,3017382,,0,0
5.39.113.64/27,3017382,3017382,,0,0
5.39.113.96/28,3175395,3175395,,0,0
5.39.113.112/28,3017382,3017382,,0,0
5.39.113.128/28,3017382,3017382,,0,0
5.39.113.144/29,3017382,3017382,,0,0
5.39.113.152/29,798544,798544,,0,0
5.39.113.160/29,3017382,3017382,,0,0
5.39.113.168/30,3017382,3017382,,0,0
5.39.113.172/30,2921044,3017382,,0,0
5.39.113.176/28,3017382,3017382,,0,0
5.39.113.192/28,3017382,3017382,,0,0
5.39.113.208/30,3017382,3017382,,0,0
5.39.113.212/30,2635167,3017382,,0,0
5.39.113.216/29,798544,798544,,0,0
5.39.113.224/27,660013,660013,,0,0
5.39.114.0/29,3017382,3017382,,0,0
5.39.114.8/30,3017382,3017382,,0,0
5.39.114.12/32,2921044,3017382,,0,0
5.39.114.13/32,3017382,3017382,,0,0
5.39.114.14/31,3017382,3017382,,0,0
5.39.114.16/28,3017382,3017382,,0,0
5.39.114.32/27,3017382,3017382,,0,0
5.39.114.64/27,660013,660013,,0,0
5.39.114.96/27,3017382,3017382,,0,0
5.39.114.128/27,2635167,2635167,,0,0
5.39.114.160/27,3017382,3017382,,0,0
5.39.114.192/26,3017382,3017382,,0,0
5.39.115.0/24,3017382,3017382,,0,0
5.39.116.0/25,3017382,3017382,,0,0
5.39.116.128/27,3017382,3017382,,0,0
5.39.116.160/27,2264397,2264397,,0,0
5.39.116.192/26,3017382,3017382,,0,0
5.39.117.0/29,3017382,3017382,,0,0
5.39.117.8/30,2510769,2510769,,0,0
5.39.117.12/30,3017382,3017382,,0,0
5.39.117.16/28,3017382,3017382,,0,0
5.39.117.32/27,3017382,3017382,,0,0
5.39.117.64/26,3017382,3017382,,0,0
5.39.117.128/27,3175395,3175395,,0,0
5.39.117.160/27,3017382,3017382,,0,0
5.39.117.192/26,3017382,3017382,,0,0
5.39.118.0/23,3017382,3017382,,0,0
5.39.120.0/26,3017382,3017382,,0,0
5.39.120.64/29,3017382,3017382,,0,0
5.39.120.72/30,2635167,2635167,,0,0
5.39.120.76/30,3017382,3017382,,0,0
5.39.120.80/28,3017382,3017382,,0,0
5.39.120.96/27,3017382,3017382,,0,0
5.39.120.128/26,3017382,3017382,,0,0
5.39.120.192/27,3017382,3017382,,0,0
5.39.120.224/28,3017382,3017382,,0,0
5.39.120.240/29,3017382,3017382,,0,0
5.39.120.248/30,798544,798544,,0,0
5.39.120.252/30,3017382,3017382,,0,0
5.39.121.0/29,3017382,3017382,,0,0
5.39.121.8/30,2921044,2921044,,0,0
5.39.121.12/30,3017382,3017382,,0,0
5.39.121.16/28,3017382,3017382,,0,0
5.39.121.32/27,3017382,3017382,,0,0
5.39.121.64/26,3017382,3017382,,0,0
5.39.121.128/26,2264397,2264397,,0,0
5.39.121.192/26,3017382,3017382,,0,0
5.39.122.0/25,3017382,3017382,,0,0
5.39.122.128/26,3017382,3017382,,0,0
5.39.122.192/28,3017382,3017382,,0,0
5.39.122.208/29,3017382,3017382,,0,0
5.39.122.216/30,798544,798544,,0,0
5.39.122.220/30,3017382,3017382,,0,0
5.39.122.224/27,3017382,3017382,,0,0
5.39.123.0/24,3017382,3017382,,0,0
5.39.124.0/30,3017382,3017382,,0,0
5.39.124.4/30,798544,798544,,0,0
5.39.124.8/29,3017382,3017382,,0,0
5.39.124.16/28,3017382,3017382,,0,0
5.39.124.32/27,3017382,3017382,,0,0
5.39.124.64/28,3017382,3017382,,0,0
5.39.124.80/28,2635167,2635167,,0,0
5.39.124.96/28,3017382,3017382,,0,0
5.39.124.112/28,2264397,2264397,,0,0
5.39.124.128/25,3017382,3017382,,0,0
5.39.125.0/25,3017382,3017382,,0,0
5.39.125.128/27,3017382,3017382,,0,0
5.39.125.160/28,3017382,3017382,,0,0
5.39.125.176/30,3017382,3017382,,0,0
5.39.125.180/30,2635167,2635167,,0,0
